category,title,price,link,image,description,top,middle,base
Men,"CAROLINA HERRERA, CH MEN SPORT EDT 100ML","KSh8,700.00",https://cierraperfumes.com/product/carolina-herrera-ch-men-sport-edt-100ml/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CAROLINA-HERRERA-CH-MEN-SPORT-EDT-100ML.jpeg?resize=300%2C300&ssl=1,"Carolina Herrera CH Men Sport is a long lasting fragrance, an olfactory journey intrinsically linked to oneself, as Carolina Herrera, reflecting party animal and nightlife fragrance, the scent of life in full of romance as the resulting fragrance exudes the aura of a time flirt and it evokes the feeling of being in loved.","Fragrance Notes : Bergamot, Grapefruit, Aquatic Notes, Spicy Sichuan, Pepper, Piquant, Juniper, Berries, Sandalwood, Oakmoss And Vetiver.",,
Men,"Carolina Herrera, Ch Privee Edt 100Ml M Travel Set","KSh16,400.00",https://cierraperfumes.com/product/carolina-herrera-ch-privee-edt-100ml-m-travel-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Carolina-Herrera-CH-Privee-Edt-100ml-M-Travel-Set.jpeg?resize=300%2C300&ssl=1,"CH Men Privé is a refined and extremely captivating tribute to masculinity. A sensual signature, at the same time rich, textured and mysterious. CH Men Privé is warm and luxurious with notes of whiskey and leather provocative, modern and rich.",This gift set includes:– CH Men Privé Eau de Toilette 100 ml.– CH Men Privé After Shave Balm 100 ml.,,
Men,"Carolina Herrera, Ch Privee Edt 100Ml W Travel Set","KSh16,700.00",https://cierraperfumes.com/product/carolina-herrera-ch-privee-edt-100ml-w-travel-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Carolina-Herrera-CH-Privee-Edt-100ml-W-Travel-Set.jpeg?resize=300%2C300&ssl=1,Carolina Herrera CH Privée Gift Set 80ml Eau De Toilette EDT + 100ml Exfoliating Lotion For her by Carolina Herrera+15ml travel perfume,"Carolina Herrera CH Privee was launched in 2017. Perfume belongs to the leathery group scents, a warm, creamy & seductive perfume. Perfectly crafted by one of the masters in the perfumery industry, Dominique Robinion, Herrera CH Privee is the refined, elegant and chic edition of the original CH for women! Patchouli note, Caviar and Vanilla expresses the way a man should always feel about a woman. Mysterious, sophisticated and sensational, CH Privee Edt is almost addictive and for sure, will make heads turn whenever you wear it!",,
Men,"CAROLINA HERRERA, CHIC FOR MEN EDT 100ML M","KSh9,300.00",https://cierraperfumes.com/product/carolina-herrera-chic-for-men-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CAROLINA-HERRERA-CHIC-FOR-MEN-EDT-100ML-M.jpeg?resize=300%2C300&ssl=1,,,,
Men,"CAROLINA HERRERA, HERRERA FOR MEN EDT 100ML","KSh9,300.00",https://cierraperfumes.com/product/carolina-herrera-herrera-for-men-edt-100ml/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CAROLINA-HERRERA-HERRERA-FOR-MEN-EDT-100ML.jpeg?resize=300%2C300&ssl=1,"Carolina Herrera for Men is a sophisticated fragrance for the adventurous spirit, marked by notes of character and modern elegance.The fragrance opens with a freshly transparent top note of Neroli and Citrus fruit leaves, further magnified through its heart and combining with richly aromatic, spicy notes of green pepper leaves and geranium. A blend as eclectic as the Herrera man, the scent’s woody base reaffirms an elegant masculinity.",Top Notes: Lavender & GeraniumHeart Notes: Clove & NeroliBottom Notes: Sandalwood & Amber,,
Men,"Cartier, Declaration Edt 100Ml M Gift Set","KSh15,700.00",https://cierraperfumes.com/product/cartier-declaration-edt-100ml-m-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cartier-Declaration-Edt-100ml-M-Gift-Set.jpeg?resize=300%2C300&ssl=1,The set includes:,100ml EDT + 100ml shower gel.,"With the presentation of Declaration, Cartier starts a new generation of perfumes with dominating woody scent. This is a fresh but strong fragrance, an extraordinary combination of aromas, which inspires courage to declare yourself, your individuality, independence, feelings.",The elongated and simple shape of the bottle and the glossy package in silver-blue nuances add elegance to the perfume.
Men,"Cartier, Declaration Parfum Edp 100Ml M","KSh16,000.00",https://cierraperfumes.com/product/cartier-declaration-parfum-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cartier-Declaration-Parfum-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Voluptuous and elegant, Declaration by Cartier is a masculine and enticing Pure Parfum. Natural and fruity top notes of birch, mandarin orange and bergamot or mingled with an exciting floral yet spicy heart of iris, ginger, cinnamon and juniper, before rounding out with warming base notes of amber, oakmoss and cedar.",,,
Men,"Cartier, L’Envol De Cartier Parfum 80Ml M","KSh16,900.00",https://cierraperfumes.com/product/cartier-lenvol-de-cartier-parfum-80ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cartier-L-Envol-De-Cartier-Parfum-80ml-M.jpeg?resize=300%2C300&ssl=1,Cartier L’Envol de Cartier Metamorphose is an amber woody fragrance for men.,"Inspired by ambrosia – said to be the nectar of immortality for the gods – Cartier unravels new sensations with this L’Envol Métamorphose eau de parfum. The high-flying spirit of the fragrance permeates through notes of honey, a haze of musk and the depth of patchouli.","Top notes: lavender, sage and artemisia.",Heart nots: violet leaf and pepper.
Men,"Cartier, Pasha De Cartier Edt 100Ml M","KSh12,900.00",https://cierraperfumes.com/product/cartier-pasha-de-cartier-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cartier-Pasha-De-Cartier-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"Cartier, Pasha De Cartier Edt 100Ml M",,,
Men,"Cartier, Pasha De Cartier Parfum 100Ml M","KSh18,400.00",https://cierraperfumes.com/product/cartier-pasha-de-cartier-parfum-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cartier-Pasha-De-Cartier-Parfum-100ml-M.jpeg?resize=300%2C300&ssl=1,"Warm and spicy, this amber and woody scent contains sandalwood, which adds an enveloping warmth to the scent alongside the richness of patchouli essence and balsam absolute.","Notes: Sandalwood, patchouli, balsam absolute.",,
Men,"CARTIER, PASHA EDITION NOIRE EDT 100ML M GIFT SET","KSh17,500.00",https://cierraperfumes.com/product/cartier-pasha-edition-noire-edt-100ml-m-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CARTIER-PASHA-EDITION-NOIRE-EDT-100ML-M-GIFT-SET.jpeg?resize=300%2C300&ssl=1,"Pasha Édition Noire eau de toilette is a highly appealing, modern version of the original Pasha de Cartier fragrance. It has a green citrus freshness, combined with amber and cedar depth.",THREE-PIECE SET INCLUDES,"Édition Noire eau de toilette, 100 mLÉdition Noire perfumed shower gel, 100 mLÉdition Noire eau de toilette, 10 mL",
Men,"Cerruti 1881, Edt 100Ml M","KSh7,100.00",https://cierraperfumes.com/product/cerruti-1881-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cerruti-1881-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,1881 Men by Cerruti is a Aromatic Fougere fragrance for men. 1881 Men was launched in 1990.,"Top notes are lavender, carnation, galbanum, bergamot, juniper, cypress and elemi resin; middle notes are vetiver, ylang-ylang, rose, lily-of-the-valley and cassia; base notes are musk, sandalwood, patchouli, oakmoss, cedar, pepper and pine tree.",,
Men,"Cerruti 1881, Edt 100Ml M Gift Set","KSh7,300.00",https://cierraperfumes.com/product/cerruti-1881-edt-100ml-m-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Cerruti-1881-Edt-100ml-M-Gift-Set.jpeg?resize=300%2C300&ssl=1,"Looking for the perfect gift for your partner, brother or dad? Cerruti 1881 Pour Homme fragrance gift set for men will be sure to make any man happy.",fragrance suitable for everyday wearscented products will enhance the longevity of your fragrancegive a fragrance set for even more joy,The set contains:,Eau de Toilette 100 mlDeospray 150 ml
Men,"Chanel, Allure Homme Edition Blanche Edp 100Ml M","KSh27,100.00",https://cierraperfumes.com/product/chanel-allure-homme-edition-blanche-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Allure-Homme-Edition-Blanche-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"A composition with a new, modern character. A true creative statement. A fresh, Oriental fragrance that strikes a perfect balance between elegance and uniqueness.","An explosive alchemy of hot and cold. The citrus freshness of Sicilian Lemon and Calabrian Bergamot combines with the strength and warmth of Sandalwood, Haitian Vetiver and Vanilla from Madagascar.",,
Men,"Chanel, Allure Homme Edt 100Ml M","KSh23,600.00",https://cierraperfumes.com/product/chanel-allure-homme-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Allure-Homme-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"Difficult to define, impossible to resist. Crisp and clean, warm and sexy, ALLURE HOMME is the expression of a man’s charisma and inner strength. A fresh, spicy and woody composition that reveals the presence of the man who wears it.","Vigorous, fresh top notes of Mandarin and Coriander, subtly spiced, blend into clean, intense notes of Cedar. Venezuelan Tonka Bean and Cistus Labdanum combine for a sensual trail that’s heightened by Black Pepper from Madagascar.",,
Men,"Chanel, Allure Homme Sport Edt 100Ml M","KSh24,300.00",https://cierraperfumes.com/product/chanel-allure-homme-sport-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Allure-Homme-Sport-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"Allure Homme Sport Eau De Toilette Spray by Chanel is a Woody Spicy fragrance for men. A vivacious, energizing fragrance spiked with heightened notes of freshness and sensuality. For the man who loves the great outdoors and lives his life with style.","The crystal clear beginning introduces notes of water and aldehydes. It is followed by woodsy and spicy character of the fragrance, which thanks to luminous vetiver is not oriental heavy, but light and translucent. The base is composed of sensual white musk, tonka beans and amber.",,
Men,"Chanel, Allure Homme Sport Extreme Edp 100Ml M","KSh29,900.00",https://cierraperfumes.com/product/chanel-allure-homme-sport-extreme-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Allure-Homme-Sport-Extreme-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Allure to the extreme. A powerful, dynamic and invigorating fragrance for the man who thrives on extreme sensations and pushes himself beyond his limits. An intense Eau de Parfum, like a rush of adrenaline.","The aromatic, musky scent features fresh and sparkling notes of Italian Mandarin that team with green, coniferous Moroccan Cypress for a vibrant, aromatic impetus to the fragrance. Musky notes flourish in the warm and almondy accords of Venezuelan Tonka Bean, unfurling a sensual and enveloping trail.",,
Men,"Chanel, Allure Homme Sport Extreme Edp 150Ml M","KSh33,600.00",https://cierraperfumes.com/product/chanel-allure-homme-sport-extreme-edp-150ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CHANEL-ALLURE-HOMME-SPORT-EXTREME-EDP-150ML-M.jpeg?resize=300%2C300&ssl=1,"Chanel, Allure Homme Sport Extreme Edp 150Ml M",,,
Men,"CHANEL, ALLURE HOMME SPORT SUPERLEGGERA EDP 100ML M","KSh34,500.00",https://cierraperfumes.com/product/chanel-allure-homme-sport-superleggera-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CHANEL-ALLURE-HOMME-SPORT-SUPERLEGGERA-EDP-100ML-M.jpeg?resize=300%2C300&ssl=1,"A limited-edition eau de parfum that’s a fresh, woody and ambery interpretation of ALLURE HOMME SPORT.","Fragrance story: The fruitiness of a grapefruit accord blends with full-bodied notes, creating density and depth. A powerful musk gives the fragrance a distinctive boldness. The iconic bottle has been reimagined using clear smoked glass. The emblematic SUPERLEGGERA signature is embossed in red lettering on the facade, adding a touch of sporty allure.",Style: Fresh,"Notes: grapefruit, musk"
Men,"Chanel, Allure Sensuelle Edp 100Ml W","KSh32,400.00",https://cierraperfumes.com/product/chanel-allure-sensuelle-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Allure-Sensuelle-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Allure Sensuelle has preserved its unique and playful fickleness with dazzling citrus, fruity and floral notes, and magnificent wooden accords.","Resemblance is there, yet the fragrance has become more mysterious and shady. It has not become heavier, but unlike the dazzling brightness and joyful sunny character of the classic Allure, Allure Sensuelle is warmer, its powdery (iris) and oriental notes are accentuated. Its sweet notes (candied fruits) are not obtruding, but hidden in sensual spices and frankincense.","The top notes contain bergamot, mandarin and pink pepper. The heart is composed of jasmine, rose, iris, candied fruits and vetiver followed by the base notes of French vanilla, amber, patchouli and frankincense.",
Men,"Chanel, Bleu De Chanel  Edp 100Ml M","KSh28,800.00",https://cierraperfumes.com/product/chanel-bleu-de-chanel-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Bleu-De-Chanel-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,A spectacular scenario. An unexpected masculine spirit. BLEU DE CHANEL edp embodies a tribute to masculine freedom.,"Composed by Jacques Polge, the Creator of CHANEL Fragrances, BLEU DE CHANEL reveals itself in three acts.",ACT 1 – Freshness: A spirited burst of freshness ripples across the skin. A sense of liberating well-being is released.,"Citrus accord, Vetiver, Pink pepper."
Men,"Chanel, Bleu De Chanel Edp 150Ml M","KSh33,600.00",https://cierraperfumes.com/product/chanel-bleu-de-chanel-edp-150ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Bleu-De-Chanel-Edp-150ml-M.jpeg?resize=300%2C300&ssl=1,A spectacular scenario. An unexpected masculine spirit. BLEU DE CHANEL edp embodies a tribute to masculine freedom.,"Composed by Jacques Polge, the Creator of CHANEL Fragrances, BLEU DE CHANEL reveals itself in three acts.",ACT 1 – Freshness: A spirited burst of freshness ripples across the skin. A sense of liberating well-being is released.,"Citrus accord, Vetiver, Pink pepper."
Men,"Chanel, Bleu De Chanel Edt 100Ml M","KSh25,100.00",https://cierraperfumes.com/product/chanel-bleu-de-chanel-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Bleu-De-Chanel-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"fragrance for the man who defies convention. A provocative blend of citrus and woody notes that liberates the senses. Fresh, clean and profoundly sensual.",BLEU DE CHANEL unites the invigorating zest of grapefruit and the power of an aromatic accord with the whisper of dry cedar. New Caledonian sandalwood lends it a warm and captivating trail. A meeting of strength and elegance.,,
Men,"Chanel, Bleu De Chanel Parfum 100Ml M","KSh35,500.00",https://cierraperfumes.com/product/chanel-bleu-de-chanel-parfum-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Bleu-De-Chanel-Parfum-100ml-M.jpeg?resize=300%2C300&ssl=1,"The most intense of the BLEU DE CHANEL fragrances. Powerful and refined, BLEU DE CHANEL Parfum for men reveals the essence of determination.","An aromatic freshness opens, lingering on the warm, addictive fullness of Cedar and Sandalwood from New Caledonia that sweeps throughout the intense, woody fragrance.",,
Men,"Chanel, Bleu De Chanel Parfum 150Ml M","KSh41,500.00",https://cierraperfumes.com/product/chanel-bleu-de-chanel-parfum-150ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Bleu-De-Chanel-Parfum-150ml-M.jpeg?resize=300%2C300&ssl=1,"A citrus woody fragrance for men.The most intense of the BLEU DE CHANEL fragrances. Powerful and refined, BLEU DE CHANEL Parfum for men reveals the essence of determination.","An aromatic freshness opens, lingering on the warm, addictive fullness of Cedar and Sandalwood from New Caledonia that sweeps throughout the intense, woody fragrance.Deep, fresh, intense, vibrant, sensual & seductive.","Top notes of citrus accord, vetiver & pink pepper.","Heart notes of grapefruit, dry cedar tones & labdanum."
Men,"Chanel, Egoiste Platinum Edt 100Ml M","KSh26,000.00",https://cierraperfumes.com/product/chanel-egoiste-platinum-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chanel-Egoiste-Platinum-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"Egoiste Platinum fuses intensive botanicals with fresh florals and precious woods to produce a cologne that is striking, balanced and utterly confident.","The opening notes are a clean citrus and aromatic blend of rosemary, lavender and honeyed, purifying neroli touched with Paraguayan petitgrain. As the scent begins to warm on the skin, a robust accord of peppery sage and bracing, musky green galbanum develops, softened by clean florals of jasmine and geranium. The final dry down is a classic masculine fusion of oak moss, vetiver, sandalwood and cedar wreathed in warm amber.",,
Men,"Chopard, Malaki Edp 100Ml M 3Pcs Gift Set","KSh29,700.00",https://cierraperfumes.com/product/chopard-malaki-edp-100ml-m-3pcs-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chopard-Malaki-Edp-100Ml-M-3Pcs-Gift-Set.jpeg?resize=300%2C300&ssl=1,"Special occasions call for special presents, whether for yourself or your loved ones. The Chopard Chopard gift set contains a carefully selected and lovingly curated combination of fragrances and beauty products that are guaranteed to put a smile on the faces of you or your loved ones, whether you dive into exploring them all at once or open them one by one throughout the month.",Characteristics:,luxury fragrance for connoisseursguaranteed to make an amazing gifta selection of distinctive gourmand fragrancesThe set contains:,Cedar Malaki Eau de Parfum 80 mlOud Malaki Eau de Parfum 80 mlBlack Incense Malaki Eau de Parfum 80 ml
Men,"Chopard, Oud Malaki Edp 80Ml M","KSh10,500.00",https://cierraperfumes.com/product/chopard-oud-malaki-edp-80ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Chopard-Oud-Malaki-Edp-80ml-M.jpeg?resize=300%2C300&ssl=1,Oud Malaki by Chopard is a Woody Spicy fragrance for men.,"Top notes are Grapefruit, Lavender and Artemisia;","Middle notes are Tobacco, Spices and Leather.","Base notes are Agarwood (Oud), dark woodsy notes and Ambergris."
Men,"Clinique, Happy Edt 100Ml M","KSh7,700.00",https://cierraperfumes.com/product/clinique-happy-edt-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Clinique-Happy-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"Clinique Happy For Men Cologne Spray is cool, crisp, with a hint of citrus. A refreshing scent for men. Wear it and be happy.",A crisp citrus blend balanced with the evocative scent of sea air and light wood.Scent remains cool and crisp while you wear it.No parabens. No phthalates. Allergy tested.Fragrance Family,Key Notes,"Top – lime, mandarin, lemonMiddle – freesia, jasmine, sea notescypress, musk, guaiac wood, cedar"
Men,"Clive Christian, 1872  Edp 50Ml M","KSh40,600.00",https://cierraperfumes.com/product/clive-christian-1872-edp-50ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Clive-Christian-1872-Edp-50ml-M-1.jpeg?resize=300%2C300&ssl=1,"Clive Christian, 1872 Edp 50Ml M",,,
Men,"CLIVE CHRISTIAN, 1872 EDP 100ML M","KSh49,700.00",https://cierraperfumes.com/product/clive-christian-1872-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CLIVE-CHRISTIAN-1872-EDP-100ML-M.jpeg?resize=300%2C300&ssl=1,,,,
Men,"Clive Christian, 1872 X Edp 50Ml M","KSh38,100.00",https://cierraperfumes.com/product/clive-christian-1872-x-edp-50ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Clive-Christian-1872-x-Edp-50ml-M.jpeg?resize=300%2C300&ssl=1,"A very exclusive perfume with the finest ingredients: Sicilian bergamot, oil of cedars from Virginia …","An extremely fashionable London perfume, the creation “X” by Clive Christian is an exhilarating and unorthodox fragrance. Once referred to as the ‘grains of paradise’, cardamon oil is distilled from the seeds of ceylon cardamons (elettoria cardamomum), and combined with Sicillian bergamot, pink pepper and bay cinnamon, create the basis for “X” for men. Also combined in the fragrance is the oil of ‘Juniperus Virginiana’, the cedar, a wood highly valued in Egyptian times, and tonka beans, the seeds of the ‘Dipeteryx Oppositifolia’ tree which grows in very small groups around the Orinoco river in Brazil.",,
Men,"Clive Christian, Noble Vii Rock Rose Perfume Edp 50Ml M","KSh45,100.00",https://cierraperfumes.com/product/clive-christian-noble-vii-rock-rose-perfume-edp-50ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Clive-Christian-Noble-VII-Rock-Rose-Perfume-Edp-50ml-M.jpeg?resize=300%2C300&ssl=1,"The powerful Rock Rose perfume is a modern interpretation of a classic Leather Fougere. Citrus, Black Pepper and the classic cologne touches of Spearmint and Neroli create a fresh and balanced first impression. A lavender infused heart blended with violet and fresh herbs brings out the rich, resinous character of the Rock Rose flower, whilst Saffron, Cedarwood and Amber forms a sophisticated base resulting in a fresh and versatile fragrance.","Fragrance Family: Fougere, Leather",Fragrance Notes,"Top: Bergamot, black pepper, neroli"
Men,"Coach, Edt 100Ml M","KSh9,400.00",https://cierraperfumes.com/product/coach-edt-90ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Coach-Edt-100ml-M.jpeg?resize=300%2C300&ssl=1,"L’Eau D’Issey (issey Miyake) was launched in 1992 and was the first fragrance to be introduced by the brand. French for ‘Issey’s water’, the scent is fresh and feminine and is perfect for every-day wear.","The perfume opens with flowery and aquatic top notes of cyclamen, lotus, rose water and freesia. The floral sensation continues with heart notes of white lily, carnation and peony. The base notes consist of sandalwood, musk, tuberose, amber seed, cedarwood and osmanthus.",,
Men,"Coach, Platinum Edp 90Ml M","KSh8,800.00",https://cierraperfumes.com/product/coach-platinum-edp-90ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Coach-Platinum-Edp-90ml-M.jpeg?resize=300%2C300&ssl=1,Coach Platinum by Coach is a Amber Woody fragrance for men.,"Top notes are Pineapple, Juniper Berries and Black Pepper;","Middle notes are Cashmeran, Sage and Geranium;","Base notes are Vanilla, Leather, Sandalwood and Patchouli."
Men,"COMME DES GARCONS, WONDERWOOD EDP 100ML M","KSh21,700.00",https://cierraperfumes.com/product/comme-des-garcons-wonderwood-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/COMME-DES-GARCONS-WONDERWOOD-EDP-100ML-M.jpeg?resize=300%2C300&ssl=1,"An Evocation of Exuberance. A positive overdose of woods, woody notes and synthetic wood constructions (Wood gone mad).","Madagascan Pepper, Bergamot, Somalian Incense, Nutmeg, Cristalon, Cashmeran, Gaïac wood, Cedarwood, Carvi graines, Javanol, Sandalwood, Vetiver, Oud (Agarwood)",,
Men,"Costume, National Intense  Edp 100Ml M","KSh13,100.00",https://cierraperfumes.com/product/costume-national-intense-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Costume-National-Intense-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Attractive and carnal, Scent Intense reveals itself gently and elegantly with a top note of hibiscus flower and jasmine tea, then quickly changes to a more amber and woody rock base. An eternal and mysterious energy will surround you with the deep natural warmth. Amazing, unique and addictive, it is an inimitable statement of individuality and seduction.",Head notes : Tea,"Heart notes : Hibiscus, jasmine","Base notes : Amber, leather, woody notes"
Men,"Creed, Aventus Absolu Edp 75Ml M","KSh67,100.00",https://cierraperfumes.com/product/creed-aventus-absolu-edp-75ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Aventus-Absolu-Edp-75ml-M.jpeg?resize=300%2C300&ssl=1,"The fragrance incorporates the vivifying energy of zesty grapefruit and evocative pineapple with smoky Haitian vetiver for a dazzling exploration of freshness and intensity through bright citrus and the restrained sophistication of wood. This one-of-a-kind masterpiece introduces a burst of citrus energy through exquisitely fresh grapefruit that beckons to the sophisticated woods of Haitian vetiver, adding an elegant dimension of smoke to the pineapple and patchouli heart and deepening a richly layered longevity. The limited-edition Absolu Aventus fragrance is a striking interpretation of the iconic fragrance and is destined to become an unforgettably unique experience for true connoisseurs.","Style: Dry woods, fresh, citrus, fruity.",Notes:,"– Top: bergamot, lemon, blackcurrant, grapefruit, ginger"
Men,"Creed, Aventus Cologne Edp 100Ml M","KSh46,400.00",https://cierraperfumes.com/product/creed-aventus-cologne-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Aventus-Cologne-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,A modern eau de parfum that is inspired by a classic uplifting cologne to revitalize the wearer with alluring fresh vigor.,"Aventus Cologne opens with a fruity yet aromatic burst of ginger, mandarin and pink peppercorn, that is then complemented by a sumptuous heart of patchouli, sandalwood and vetiver. A leathery balsamic base of styrax, birch, musk and tonka provide the final touch to the vibrant fragrance. This cult-classic scent with a rebellious modern twist embodies vitality, success, true grit and style.",Notes:,"– Top: ginger, mandarin, pink peppercorn."
Men,"Creed, Aventus Edp 100Ml M","KSh52,200.00",https://cierraperfumes.com/product/creed-aventus-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Aventus-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Creed, Aventus Edp 100Ml M",,,
Men,"Creed, Aventus Edp 50Ml M","KSh36,900.00",https://cierraperfumes.com/product/creed-aventus-edp-50ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Aventus-Edp-50ml-M.jpeg?resize=300%2C300&ssl=1,"Creed, Aventus Edp 50Ml M",,,
Men,"CREED, BOIS DU PORTUGAL EDP 100ML M","KSh45,400.00",https://cierraperfumes.com/product/creed-bois-du-portugal-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CREED-BOIS-DU-PORTUGAL-EDP-100ML-M-2.jpeg?resize=300%2C300&ssl=1,"This masculine fragrance takes it cue from the word bois, meaning woods in French. Recalling a hike in the Portuguese highlands, master perfumer Olivier Creed showcases the mysterious side of lavender. A favorite scent of a certain Rat Pack legend, this powerful blend is known for it smooth refinement and is the epitome of a classic.","Style: Woody, spicy.",Notes:,"– Top: bergamot, lavender."
Men,"CREED, EROLFA EDP 100ML M","KSh45,200.00",https://cierraperfumes.com/product/creed-erolfa-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/CREED-EROLFA-EDP-100ML-M.jpeg?resize=300%2C300&ssl=1,,,,
Men,"Creed, Himalaya Edp 100Ml M","KSh43,600.00",https://cierraperfumes.com/product/creed-himalaya-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Himalaya-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Fusing the power of man and nature, Himalaya was created to commemorate Olivier Creed’s daring climb in the beautiful but treacherous Himalayan Mountains. A seductive scent of citrus mixes with warmer notes of sandalwood and cedarwood to recreate the snowcapped Tibetan landscape. Presented in an attractive metallic bottle, this fragrance is the embodiment of pure confidence and rugged masculinity, resembling a climber’s canteen and the silvery look of alpine ice.",,,
Men,"Creed, Tabarome Millesime Edp 100Ml M","KSh44,900.00",https://cierraperfumes.com/product/creed-tabarome-millesime-edp-100ml-m/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Creed-Tabarome-Millesime-Edp-100ml-M.jpeg?resize=300%2C300&ssl=1,"Capturing the aroma of a luxurious smokey cigar, the rich spices of a fine British brandy, and the leather upholstery of a classic British gentleman’s club, Tabarome Millésime Eau de Parfum blends warm and woody notes to create a sophisticated and seductive fragrance for men. Top notes of spicy ginger evolve with gusto thanks to a blend of sandalwood and vetiver. A rich and assertive base, made up of musk and tobacco, offer a lasting masculinity and leathery dry down to this powerhouse perfume. An ideal choice for the leaders of the pack.","Top NotesGinger, Pink Berries & Grapefruit","Heart NotesTea, Coffee, Rum & Blackcurrant",Base NotesSandalwood & Tobacco
