category,title,price,link,image,description,top,middle,base
Women,"Aberchrombie & Fitch, Authentic Away Edp 100Ml W Gift Set","KSh10,900.00",https://cierraperfumes.com/product/aberchrombie-fitch-authentic-away-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Aberchrombie-Fitch-Authentic-Away-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,"The journey is a trip, but the destination is a feeling. AWAY from Abercrombie & Fitch is an invitation to press pause and just be. AWAY is a floral fruity fragrance capturing an uninhibited moment. The fragrance opens with a restorative blend of Red Currant, Pear & Mandarin, the heart combines plush Muguet petals, Freesia & Jasmine creating a sensual feminine essence. The base envelops you in warm Amber, Musk & Praline creating a dreamy finish to the fragrance.","Top Notes: Brazilian Mandarin, Red Currant, Pear","Heart Notes: Plush Pink Freesia, Muguet and Jasmine","Base Notes: Warm Praline, Amber, Musk"
Women,"Aberchrombie & Fitch, Authentic Night Edp 100Ml W","KSh7,400.00",https://cierraperfumes.com/product/aberchrombie-fitch-authentic-night-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Aberchrombie-Fitch-Authentic-Night-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Authentic Night for Women is for the woman who loves sharing life’s real, raw and unexpected moments with friends. She feels free to express her unfiltered self, whether it is playful or casual elegance.",Fragrance Notes:,"A mouth-watering combination of Black Currant, Pink Pepper, and Pink Lady Apple creates an immediate refreshing first impression. Fresh blossoms of Tuberose and Magnolia pair with Jasmine, adding a unique sense of fluidity to the heart of the fragrance. A warm accord of beloved wood notes of Cedarwood and Sandalwood, with Patchouli lends a sense of freedom to the fragrance.",
Women,"Aberchrombie & Fitch, Authentic Night Edp 100Ml W Gift Set","KSh9,100.00",https://cierraperfumes.com/product/aberchrombie-fitch-authentic-night-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Aberchrombie-Fitch-Authentic-Night-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,Authentic Night by Abercrombie & Fitch 100ml EDP 3 Piece Gift Set for Women.,3 Piece Set Includes:,– 100ml Eau De Parfum Spray– 200ml Perfumed Body Lotion– 15ml Eau De Parfum Travel Spray.,"Authentic Night for Women is for the woman who loves sharing life’s real, raw and unexpected moments with friends. She feels free to express her unfiltered self, whether it is playful or casual elegance."
Women,"AFNAN, 9AM EDP 100ML W","KSh6,500.00",https://cierraperfumes.com/product/afnan-9am-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AFNAN-9AM-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,"Afnan 9am perfume for women is a fruity-spicy fragrance to be worn anytime, any day. Composed of citrus, cardamom, pink pepper, white floral, juniper berry, and cedarwood, this feminine scent finishes well into a woody fragrance but not in a strong but slightly woody scent.","Top Notes: Mandarin, Cedrat, Cardamom and Pink Pepper","Middle Notes: Lavender, Orange Blossom, Rose and Green Apple","Base Notes: Cedarwood, Moss, Patchouli and Musk"
Women,"AFNAN, VIOLET BOUQUET EDP 100ML W","KSh7,300.00",https://cierraperfumes.com/product/afnan-violet-bouquet-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AFNAN-VIOLET-BOUQUET-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,"Violet Bouquet is an opulent signature scent of jasmine blossoms and musk, making it the perfect epicurean scent that radiates an amber woody, floral aura, the scent is an epitome of luxury.","Top notes: Sweet, Woody, Saffron, Citrus.","Middle notes: Aromatic, Amber, Orange, Citrus Peel.","Base notes: Fresh Spicy, Ambergris, Oak Moss, Ancient Woods."
Women,"Agent, Provocateur Edp 100Ml W","KSh6,600.00",https://cierraperfumes.com/product/agent-provocateur-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Agent-Provocateur-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Agent, Provocateur Edp 100Ml W",,,
Women,"Ajmal, Aristocrat Edp 75Ml W","KSh9,800.00",https://cierraperfumes.com/product/ajmal-aristocrat-edp-75ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AJMAL-ARISTOCRAT-EDP-75ML-W.jpeg?resize=300%2C300&ssl=1,"Designed to reflect your refined and sophisticated taste in fragrances- Aristocrat is a rich floral woody and amber accord with an immersive character and long-lasting aroma. Crafted around top floral fresh notes of tagetes, orange and bergamot; the eau de parfum encapsulates a heart of saffron.",,,
Women,"Ajmal, Blue Ajmal Edp 50Ml W Sp","KSh5,800.00",https://cierraperfumes.com/product/ajmal-blue-ajmal-edp-50ml-w-sp/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ajmal-Blue-Ajmal-Edp-50ml-W-Sp.jpeg?resize=300%2C300&ssl=1,"A first of its kind Blue theme fragrance for women from Ajmal. Targeted at new age women, who have a great penchant for adventure, travel and outdoors and look for fragrances that are a bit different from the offerings catered to women. A distinguished aroma that articulately blends top floral fresh notes comprised of Rose and Sage with invigorating ingredients like Cedarwood and Jasmine that form the core of the fragrance. Blu Femme by Ajmal resonates with Cashmere wood, Vanilla and Moss at the base and this floral fresh Eau de Parfum caters to the contemporary tastes of energetic and spirited young women..",Notes,Top : Floral Fresh,Heart : Woody Floral
Women,"AJMAL, RAINDROPS EDP 50ML W","KSh4,200.00",https://cierraperfumes.com/product/ajmal-raindrops-edp-50ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ajmal-Raindrops-Edp-50ml-W.jpeg?resize=300%2C300&ssl=1,"Combining uplifting Fruity and sensual Floral notes for the ultra-modern woman of today. With a unique mix of Floral, Fruity and Fresh notes, Raindrops is a modern scent, which exudes a sleek and simplistic elegance enveloping the wearer in a delicate weave of contemporary elements. The fragrance, with its clean, back to basics chic is designed to appeal to women who seek practical scents, reminiscent of outdoor freshness.",,,
Women,"Ajmal, Sacrifice Ajmal Edp 50Ml W","KSh5,100.00",https://cierraperfumes.com/product/ajmal-sacrifice-ajmal-edp-50ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ajmal-Sacrifice-Ajmal-Edp-50ml-W.jpeg?resize=300%2C300&ssl=1,Sacrifice for Her’ is a fragrance designed for the emotional and intelligent woman. The one who wears this scent is a quietly confident woman who is caring and understanding.,Jasmine lends it Floral fortitude enhanced with Aqua notes that lend the fragrance an Aqua-floral top.,Orange blossom and Vanilla combine to provide a Floral-Musky heart.,"The base is reinforced by Amber and Musk to provide Woody, Musky elements."
Women,"ALEXANDRE J THE COLLECTOR, GOLDEN OUD EDP 100ML W","KSh10,200.00",https://cierraperfumes.com/product/alexandre-j-the-collector-golden-oud-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/ALEXANDRE-J-THE-COLLECTOR-GOLDEN-OUD-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,Make a statement with the luxurious fragrance of Golden Oud by Alexandre J.,"With a woody top note blended with an earthy accord, this cologne has a subtle musky smell. Powdery and oud-based accords make up the middle notes, giving this fragrance a lightness that prevents it from becoming overwhelming. Patchouli and balsamic base notes round out the strong fragrance to enhance the earthiness and give this cologne a slight sharp edge to perfectly complete this scent.",,
Women,"Alexandre J The Collector, Iris Violet Edp 100Ml W","KSh10,200.00",https://cierraperfumes.com/product/alexandre-j-the-collector-iris-violet-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Alexandre-J-the-Collector-Iris-Violet-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Iris violet is one of the beautiful fragrances from the collector line. The collector fragrances are the mix between the oriental desert and the French baroque architecture. Alexandre J introduces 10 fragrances under The Collector which evokes a timeless journey, the warmth of elements, and the change of scenery. It takes you to a magical place beyond everyone’s imagination. The collector fragrances are sensual and sophisticated. The collector line is an invitation to a journey of both the mind and the body.",Iris Violet is a fruity floral young and sophisticated fragrance. This is a tribute to the French royalty and celebration of the young and fresh Iris flower. Iris violet is a scent of energy and happiness that makes you cheerful throughout the day.,Iris violet presents in a precious metallic purple bottle and decorated with golden emblems and chains. The outer box is an artistic assorted leather box. The Iris flower design makes this box more beautiful and elegant.,Violet is the color of self-respect and relax!
Women,"ALEXANDRE J THE COLLECTOR, MORNING MUSCS EDP 100ML W","KSh10,300.00",https://cierraperfumes.com/product/alexandre-j-the-collector-morning-muscs-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/ALEXANDRE-J-THE-COLLECTOR-MORNING-MUSCS-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,,,,
Women,"Alexandre J The Collector, Rose Alba Edp 100Ml W","KSh10,200.00",https://cierraperfumes.com/product/alexandre-j-the-collector-rose-alba-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Alexandre-J-the-Collector-Rose-Alba-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Rose Alba is the perfume that reminds you of ancient love stories. It’s an invitation to experience the whole art of love. It perpetuates the spirit of The Collector by combining Eastern and Western influences. Rose stands for desire and secrecy. Guided by the desire to work around the rose, Alexandre. J immersed himself in the origins and history of this mythical flower. An emblematic flower of Greek-Roman civilization, the Egyptian Queen Cleopatra used it to seduce Emperor Mark Antony. Alexandre. J then imagined a red bottle reminiscent of the rich curtains of the palace, adorned with the Egyptian sun-bearer: the beetle.","To the tribute of Cleopatra, Rose Alba is presenting in a most stylish and stunning red aluminum bottle with gold plated medallion. This gives a unique look and astonishingly proud in the matter of beauty. The outer box present in red color and leather material. The gorgeous color with a velvety outer box embeds with jewels replicating the fashion of Cleopatra. Alexandre J is always known for its quality aromatic ingredients and its handmade unique and beautiful perfume outer box. With the gorgeous colors and artistic style, each perfume bottle is unique and use as a home décor item even after use.","The caress of Rose Alba is felt from the first notes of black pepper and fleshy plum. Wrapped in fluffy peach skin, the rose is combined with sandalwood to deliver an oriental, feminine, and velvety rose water.",Top notes:
Women,"Alexandre J The Collector, Rose Oud Edp 100Ml W","KSh10,900.00",https://cierraperfumes.com/product/alexandre-j-the-collector-rose-oud-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Alexandre-J-the-Collector-Rose-Oud-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Alexandre J The Collector, Rose Oud Edp 100Ml W",,,
Women,"Amouage, Beach Hut  Edp 100Ml W","KSh31,100.00",https://cierraperfumes.com/product/amouage-beach-hut-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Beach-Hut-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,An olfactive exploration of solitary moments capturing the serenity of a deserted beach.,"Top Notes: Bergamot, Mineral Accord.","Heart Notes: Driftwood Accord, Lisylang.","Base Notes: Patchouli, Cashmeran."
Women,"AMOUAGE, BLOSSOM LOVE EDP 100ML W","KSh31,600.00",https://cierraperfumes.com/product/amouage-blossom-love-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Blossom-Love-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,A floral trail of Cherry Blossom creating an olfactive romance with everlasting passion.,"Top Notes: Cherry Blossom Nectar, Rose Liquor.","Heart Notes: Ylang Ylang, Amaretto Accord, Vanilla.","Base Notes: Tonka Bean, Sandalwood, Cashmeran."
Women,"AMOUAGE, BLOSSOM LOVE EDP 100ML W","KSh31,600.00",https://cierraperfumes.com/product/amouage-blossom-love-edp-100ml-w-2/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-BLOSSOM-LOVE-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,A floral trail of Cherry Blossom creating an olfactive romance with everlasting passion.,"Top Notes: Cherry Blossom Nectar, Rose Liquor.","Heart Notes: Ylang Ylang, Amaretto Accord, Vanilla.","Base Notes: Tonka Bean, Sandalwood, Cashmeran."
Women,"Amouage, Epic 56 Extrait De Parfum 100Ml W","KSh54,500.00",https://cierraperfumes.com/product/amouage-epic-56-extrait-de-parfum-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Epic-56-Extrait-De-Parfum-100ml-W.jpeg?resize=300%2C300&ssl=1,"A sublime union of extreme concentration and extended aging, this iconic creation becomes all the more extraordinary.","With an exceptional 56% perfume oil concentration, Epic 56 Woman revisits the legends of the Silk Road, uncovering a deeper story of the critically-acclaimed Epic Eau de Parfum. After close to five months of aging, the quality of its signature notes – Rose, Spices, Frankincense and Woods – is accentuated by a deeper and more complex ambery construction, leaving a lasting impression on the senses.","Top Notes: Cumin, Pink Peppercorn, Cinnamon.","Heart Notes: Centifolia Rose, Geranium, Jasmine Tea."
Women,"Amouage, Epic Edp 100Ml W + 4Pcs Bl Gift Set","KSh43,100.00",https://cierraperfumes.com/product/amouage-epic-edp-100ml-w-4pcs-bl-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Epic-Edp-100ml-W-4Pcs-BL-Gift-Set.jpeg?resize=300%2C300&ssl=1,"This beautifully presented gift set includes a flacon of Epic Woman 100ml Eau de Parfum, two 25ml Shower Gels (Gold Woman, Honour Woman) and two 25ml Body Lotions (Dia Woman, Honour Woman).","Epic Woman EDP: This spicy oriental fragrance is inspired by the eternal legends of the ancient Silk Road from China to Arabia. In the mystical twilight with the desert wind blowing against her veil she follows the guiding light in search of the long-lost aria. Beyond truth and immortality, a Legend is born.","Top Notes: Cumin, Pink Bay, Cinnamon.","Heart Notes: Damascene Rose, Geranium, Jasmine, Tea."
Women,"Amouage, Figment Edp 100Ml W Gift Set","KSh35,600.00",https://cierraperfumes.com/product/amouage-figment-edp-100ml-w-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Figment-Edp-100ml-W-Gift-Set.jpeg?resize=300%2C300&ssl=1,Looking into the illusory world of grandeur Figment for Woman is an opulent tuberose evoking the poetic beauty of a floral embroidery.,"Top Notes: Sichuan Pepper, Saffron, Gardenia.","Heart Notes: Tuberose, Jasmine Sambac, Orange Blossoms, Lisylang, Cassia.","Base Notes: Orris, Papyrus, Patchouli, Incense."
Women,"AMOUAGE, GUIDANCE 46 EDP 100ML U","KSh81,500.00",https://cierraperfumes.com/product/amouage-guidance-46-edp-100ml-u/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-GUIDANCE-46-EDP-100ML-U.jpeg?resize=300%2C300&ssl=1,"Enthralling and beguiling, Guidance 46 Exceptional Extrait is a study in light and shade, fragility and strength, subtlety and ostentatiousness – paradoxes brought together with an immediacy that can be achieved only by the art of perfumery. Dosed at a staggering 46% concentration.","Top NotesPear, Frankincense, Hazelnut, Rose Water, Pink Pepper, Bitter Almond","Heart NotesSaffron, Rose, Sambac Jasmine, Osmanthus","Base NotesCistus, Sandalwood, Akigalawood, Ambergris, Vanilla, Ambrette, Georgywood, Cypriol"
Women,"AMOUAGE, HONOUR 43 EXTRAIT DE PARFUM 100ML W","KSh67,500.00",https://cierraperfumes.com/product/amouage-honour-43-extrait-de-parfum-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-HONOUR-43-EXTRAIT-DE-PARFUM-100ML-W.jpeg?resize=300%2C300&ssl=1,"Honour 43 Woman by Amouage is a Floral fragrance for women. Honour 43 Woman was launched in 2021 and the nose behind this fragrance is Alexandra Carlin. A white floral fragrance inspired by the tragic predicament of Madame Butterfly. In honour of truth and beauty, her poetic love and sorrow echo eternally.","Top notes: pepper, rhubarb leaves, corianderHeart notes: jasmine, tuberose, gardenia, lily of the valley, carnationBase notes: vetiver, frankincense, amber, opoponax, leather",,
Women,"Amouage, Honour Edp 100Ml W 2023","KSh44,500.00",https://cierraperfumes.com/product/amouage-honour-edp-100ml-w-2023/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Honour-Edp-100ml-W-2023.jpeg?resize=300%2C300&ssl=1,"A fleeting burst of Coriander, juiced up by a mere drop of tangy Rhubarb and iridescent Black Pepper, reveals a sensual white flowers bouquet.","In the light of a transparent Lily of the Valley, a narcotic Jasmine and the pearly corolla of a solar Gardenia crown the dramatic exuberance of a proud and creamy Tuberose, distilling its peach accents in a grove of spicy Carnations.",A profusion of gleaming petals gives way to an intense Ambery base where Opoponax and Incense combine their balsamic warmth with a Leather and Vetiver accord.,"A Venusian ode to the fate of Madame Butterfly, Honour Woman is a consecration of poetry, beauty and femininity."
Women,"Amouage, Interlude Edp 100Ml W","KSh31,500.00",https://cierraperfumes.com/product/amouage-interlude-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Interlude-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Over a wavering note of green, pungent and stemmy Tagete grows a sumptuous and exotic bouquet of succulent Grapefruit and Bergamot, spiced up by a freshly-grated Ginger.","Drenched in a stellar aura of Jasmine and Orange Blossom, they refresh an insanely luscious and lavish heart where syrupy Opoponax and Frankincense balsams elevate the fruitiness of Rose and Immortelle Absolutes.","Overwhelming beauty of Amber, blazing red Benzoin and golden Tonka Bean, they fight against thick veil of smoked Oud, damp Oakmoss and an Animalic accord of Leather and Musk, before vanishing all under layers of sweet Vanilla.","A fruity and ambery chypre, Interlude Woman reveals, through never-ending contrasts of light and shade, of sweetness and greenness, an interlude moment peace and inner harmony"
Women,"Amouage, Jubilation 25 Edp 100Ml W","KSh31,500.00",https://cierraperfumes.com/product/amouage-jubilation-25-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Jubilation-25-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Amouage, Jubilation 25 Edp 100Ml W",,,
Women,"Amouage, Lilac Love Edp 100Ml W","KSh32,500.00",https://cierraperfumes.com/product/amouage-lilac-love-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Lilac-Love-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Lilac love is the first fragrance in Amouage’s The Secret Garden Collection. As the scent of the Lilac flower cannot be extracted, Lilac Love harmoniously recreates the lilac accord to express animalic and powdery tones with a melodious balance of jasmine and rose. The accord is delicately blended with top notes of gardenia, peony, and heliotrope. The floral scent is then refined with a gourmand heart of orris, cocoa bean, and tonka bean. The warm tone of sandalwood also lends its charismatic sensuality in the base, along with the suave richness of patchouli and soft facets of vanilla, creating a timeless floral symphony with a romantic musky veil.","Top notes: Jasmine, Rose, Gardenia, Peony, Heliotrope","Middle notes: Orris, Cocoa bean, Tonka bean","Base notes: Sandalwood, Patchouli, Vanilla."
Women,"AMOUAGE, LOVE DELIGHT EDP 100ML W","KSh47,500.00",https://cierraperfumes.com/product/amouage-love-delight-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-LOVE-DELIGHT-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,Discover Love Delight from the Secret Garden Collection by Amouage.,"The interplay of delicate florals and irresistible treats, radiance and insouciance. Love Delight is an invite to savour every moment of indulgence.",Olfactive Pyramid,"Top Notes: Ginger, Mandarin, Rose water, CinnamonHeart Notes: Heliotrope, Jasmine, RoseBase Notes: Vanilla, Cocoa, Rum Absolute, Cypriol"
Women,"Amouage, Love Mimosa Edp 100Ml W","KSh26,400.00",https://cierraperfumes.com/product/amouage-love-mimosa-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-LOVE-MIMOSA-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,"Amouage, Love Mimosa Edp 100Ml W",,,
Women,"Amouage, Love Tuberose Edp 100Ml W","KSh31,500.00",https://cierraperfumes.com/product/amouage-love-tuberose-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Love-Tuberose-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,The poetic romance of this gourmand tuberose tells the story of unrequited love.,"Top Notes: Tuberose, Gardenia, Jasmine.","Heart Notes: Chantilly Cream, Vanilla.","Base Notes: Cedarwood, Sandalwood."
Women,"Amouage, Material Edp 100Ml W","KSh38,800.00",https://cierraperfumes.com/product/amouage-material-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-MATERIAL-EDP-100ML-W.jpeg?resize=300%2C300&ssl=1,"Amouage, Material Edp 100Ml W",,,
Women,"Amouage, Memoir Edp 100Ml W","KSh33,300.00",https://cierraperfumes.com/product/amouage-memoir-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Memoir-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,Nocturnal shades of spicy Basil and herbaceous Absinth cooled by an icy blast of Mint precede the mauve hues of a dry and almondy Lavender Absolute.,Remains of scorched Incense tears crackle on glowing Guaiacwood embers whilst delicate drops of Rose-scented dew glisten on a somber and hieratic accord of Oakmoss and Vetiver,"The comforting warmth of Vanilla, a shiver of Sandalwood soaked in syrupy Amber, a hint of honeyed Tobacco enhanced by a powerful Leather and the clarity of White Musks – from the sovereign night of the soul springs a glimmer of hope.","Figures of light carven out of shadows, Memoir Man is the reassuring fragrance of contemplative souls."
Women,"Amouage, Overture Edp 100Ml W","KSh37,800.00",https://cierraperfumes.com/product/amouage-overture-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Overture-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Overture Woman is an homage to the modern woman – bold, cultured, and full of mystique, telling the story of that once in a lifetime moment when nothing else matters.","Created by Master Perfumer Annick Menardo, the heady fragrance is a symphony of some of the world’s rarest and most sought-after ingredients, evoking the intense emotion of a captivating opera performance.","Top Notes: Bergamot, Saffron & Apple (Calvados Accord)","Hearth Notes: Benzoin, Myrrh, Rose Centifolia, Geranium, & Cinnamon"
Women,"Amouage, Portrayal Edp 100Ml W","KSh30,800.00",https://cierraperfumes.com/product/amouage-portrayal-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Portrayal-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,"Portrayal is a smoky sweet fragrance for the rebellious woman of today. Launched in 2019, this fragrance from comes from the house of Amouage.",The extravagant perfume opens with glamorous notes of Jasmine at the top. The heart playful and mysterious with deep notes of Tobacco and Vanilla. The base is sensual with hints from Elemi.,,
Women,"Amouage, Secret Garden Mini Gift Set","KSh20,500.00",https://cierraperfumes.com/product/amouage-secret-garden-mini-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Amouage-Secret-Garden-Mini-Gift-Set.jpeg?resize=300%2C300&ssl=1,"The four creations from The House of Amouage’s Secret Garden Collection are available in this unique LOVE Discovery Coffret, perfect for discovering the range but also for travel or as a luxury gift.","It contains: Lilac Love, Blossom Love, Love Tuberose and Love Mimosa.",Size: 4 x 7.5ml splash bottles.,
Women,"Amouage, Sunshine Edp 100Ml W 2023","KSh32,500.00",https://cierraperfumes.com/product/amouage-sunshine-edp-100ml-w-2023/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AMOUAGE-SUNSHINE-EDP-100ML-W-2023.jpeg?resize=300%2C300&ssl=1,"Feel the summer rays glisten on your skin with Amouage Sunshine Woman Eau de Parfum, a glorious fragrance for women.The bright Eau de Parfum will whisk your mind away to warmer places, its white floral fragrance is a joyful reminder of blissful heat.",Fragrance Notes:,"Amouage Sunshine begins with youthful top notes of almond, blackcurrant liqueur, and davana, intensified by bouquets of osmanthus, jasmine, vanilla and magnolia in the heart. At the dry down, notes of cade, patchouli, papyrus, and tobacco blond culminate to create a warming, earthy, irresistible base.",
Women,"ANTONIO BANDERAS, BLUE SEDUCTION EDT 80ML W","KSh5,200.00",https://cierraperfumes.com/product/antonio-banderas-blue-seduction-edt-80ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/ANTONIO-BANDERAS-BLUE-SEDUCTION-EDT-80ML-W.jpeg?resize=300%2C300&ssl=1,"Blue Seduction , the version for women appeared in 2008 at the market. This seductive perfume arrives in a transparent, azure bottle, having the same shape as the edition for men. It was designed to reach balance and reflection of water and light.","Top notes: Melon, Violet Leaf, Pear, Bergamot.","Heart notes: Peony, Gardenia, Jasmine, Bulgarian Rose.","Base notes: Patchouli, Musk, Benzoin, Raspberry."
Women,"Aquolina, Pink Sugar Candy Magic Edt 100Ml W 2Pcs Gift Set","KSh6,800.00",https://cierraperfumes.com/product/aquolina-pink-sugar-candy-magic-edt-100ml-w-2pcs-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AQUOLINA-PINK-SUGAR-CANDY-MAGIC-EDT-100ML-W-2PCS-GIFT-SET.jpeg?resize=300%2C300&ssl=1,"Pink Sugar by Aquolina is a fun, sweet fragrance for all the ladies with a sweet tooth. This yummy scent will keep you smelling delicious with notes of orange, fig leaf, raspberry, red berries, licorice and cotton candy, all on a base of musk, vanilla and caramel. Pink Sugar really lives up to its name. Try some of this liquid candy in a bottle.",Set includes 100ml Eau De Toilette Spray.,250ml Body Lotion.,
Women,"Aquolina, Pink Sugar Candy Magic Edt 100Ml W 3Pcs Gift Set","KSh6,800.00",https://cierraperfumes.com/product/aquolina-pink-sugar-candy-magic-edt-100ml-w-3pcs-gift-set/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/AQUOLINA-PINK-SUGAR-CANDY-MAGIC-EDT-100ML-W-3PCS-GIFT-SET.jpeg?resize=300%2C300&ssl=1,"Pink Sugar by Aquolina is a fun, sweet fragrance for all the ladies with a sweet tooth. This yummy scent will keep you smelling delicious with notes of orange, fig leaf, raspberry, red berries, licorice and cotton candy, all on a base of musk, vanilla and caramel. Pink Sugar really lives up to its name. Try some of this liquid candy in a bottle.",Set includes 100ml Eau De Toilette Spray.,50ml Glossy Shower Gel,50ml Body Lotion.
Women,"Aquolina, Pink Sugar Edt 100Ml W","KSh5,200.00",https://cierraperfumes.com/product/aquolina-pink-sugar-edt-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Aquolina-Pink-Sugar-Edt-100ml-W.jpeg?resize=300%2C300&ssl=1,"The unmistakable pink and white packaging design encloses a sweet and carefree eau de toilette that awakens the most exquisitely feminine side of every woman.Dive into a candid cloud of cotton candy, lose yourself in a fruity sense of the gourmet with touches of vanilla and caramel, between childhood memories and seductive aromas with oriental notes.",,,
Women,"ARGOS, BIRTH OF VENUS 30ML W","KSh26,500.00",https://cierraperfumes.com/product/argos-birth-of-venus-30ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/ARGOS-BIRTH-OF-VENUS-30ML-W.jpeg?resize=300%2C300&ssl=1,,,,
Women,"Ariana Grande, Cloud Edp 100Ml W","KSh14,100.00",https://cierraperfumes.com/product/ariana-grande-cloud-edp-100ml-w/,https://i0.wp.com/cierraperfumes.com/wp-content/uploads/Ariana-Grande-Cloud-Edp-100ml-W.jpeg?resize=300%2C300&ssl=1,Ariana Grande Cloud Eau de Parfum is an uplifting fragrance. Inspiring. Dreamy. Playful.,"Top notes: Lavender Blossom, Juicy Pear, Bergamot.","Heart notes: Crème De Coconut, Indulgent Praline,Vanilla Orchid.","Base notes: Sensual Musks, Creamy Blonde Woods."
